Report Date:;26-07-2017 14:08;;;
26-07-2017 07:05;68700;1.013;24.827;10.09
26-07-2017 07:10;69000;1.014;24.778;10.094
26-07-2017 07:15;69300;1.014;24.778;10.094
26-07-2017 07:20;69600;1.014;24.729;10.094
26-07-2017 07:25;69900;1.014;24.729;10.097
26-07-2017 07:30;70200;1.014;24.68;10.093
26-07-2017 07:35;70500;1.013;24.68;10.092
26-07-2017 07:40;70800;1.014;24.631;10.095
26-07-2017 07:45;71100;1.014;24.631;10.097
26-07-2017 07:50;71400;1.013;24.631;10.088
26-07-2017 07:55;71700;1.013;24.631;10.092
26-07-2017 08:00;72000;1.014;24.631;10.097
26-07-2017 08:05;72300;1.014;24.68;10.098
26-07-2017 08:10;72600;1.014;24.68;10.099
26-07-2017 08:15;72900;1.014;24.68;10.097
26-07-2017 08:20;73200;1.014;24.729;10.101
26-07-2017 08:25;73500;1.014;24.778;10.098
26-07-2017 08:30;73800;1.014;24.778;10.093
26-07-2017 08:35;74100;1.014;24.827;10.093
26-07-2017 08:40;74400;1.015;24.924;10.103
26-07-2017 08:45;74700;1.014;24.973;10.097
26-07-2017 08:50;75000;1.014;25.022;10.098
26-07-2017 08:55;75300;1.014;25.12;10.097
26-07-2017 09:00;75600;1.014;25.169;10.096
26-07-2017 09:05;75900;1.015;25.267;10.104
26-07-2017 09:10;76200;1.014;25.365;10.1
26-07-2017 09:15;76500;1.014;25.414;10.099
26-07-2017 09:20;76800;1.014;25.56;10.099
26-07-2017 09:25;77100;1.014;25.609;10.102
26-07-2017 09:30;77400;1.014;25.707;10.097
26-07-2017 09:35;77700;1.015;25.804;10.107
26-07-2017 09:40;78000;1.014;25.853;10.097
26-07-2017 09:45;78300;1.015;25.95;10.103
26-07-2017 09:50;78600;1.014;25.999;10.102
26-07-2017 09:55;78900;1.015;26.048;10.108
26-07-2017 10:00;79200;1.015;26.097;10.106
26-07-2017 10:05;79500;1.015;26.243;10.109
26-07-2017 10:10;79800;1.015;26.291;10.106
26-07-2017 10:15;80100;1.015;26.389;10.107
26-07-2017 10:20;80400;1.015;26.389;10.106
26-07-2017 10:25;80700;1.015;26.389;10.108
26-07-2017 10:30;81000;1.015;26.437;10.112
26-07-2017 10:35;81300;1.016;26.437;10.113
26-07-2017 10:40;81600;1.015;26.486;10.109
26-07-2017 10:45;81900;1.016;26.535;10.116
26-07-2017 10:50;82200;1.016;26.583;10.115
26-07-2017 10:55;82500;1.016;26.632;10.113
26-07-2017 11:00;82800;1.016;26.583;10.116
26-07-2017 11:05;83100;1.016;26.632;10.118
26-07-2017 11:10;83400;1.016;26.583;10.116
26-07-2017 11:15;83700;1.015;26.632;10.108
26-07-2017 11:20;84000;1.016;26.583;10.116
26-07-2017 11:25;84300;1.016;26.681;10.113
26-07-2017 11:30;84600;1.016;26.778;10.115
26-07-2017 11:35;84900;1.016;26.826;10.119
26-07-2017 11:40;85200;1.017;26.875;10.126
26-07-2017 11:45;85500;1.015;26.972;10.107
26-07-2017 11:50;85800;1.016;26.972;10.115
26-07-2017 11:55;86100;1.016;27.021;10.117
26-07-2017 12:00;86400;1.016;26.972;10.12
26-07-2017 12:05;86700;1.016;26.972;10.12
26-07-2017 12:10;87000;1.016;26.923;10.115
26-07-2017 12:15;87300;1.016;26.826;10.114
26-07-2017 12:20;87600;1.016;26.681;10.115
26-07-2017 12:25;87900;1.016;26.583;10.113
26-07-2017 12:30;88200;1.016;26.535;10.116
26-07-2017 12:35;88500;1.016;26.486;10.116
26-07-2017 12:40;88800;1.016;26.34;10.116
26-07-2017 12:45;89100;1.016;26.291;10.12
26-07-2017 12:50;89400;1.016;26.194;10.118
26-07-2017 12:55;89700;1.016;26.194;10.115
26-07-2017 13:00;90000;1.016;26.145;10.113
26-07-2017 13:05;90300;1.015;26.048;10.111
26-07-2017 13:10;90600;1.016;26.097;10.121
26-07-2017 13:15;90900;1.016;26.097;10.12
26-07-2017 13:20;91200;1.016;26.097;10.117
26-07-2017 13:25;91500;1.016;26.097;10.113
26-07-2017 13:30;91800;1.015;26.048;10.11
26-07-2017 13:35;92100;1.016;26.145;10.114
26-07-2017 13:40;92400;1.015;26.097;10.111
26-07-2017 13:45;92700;1.016;26.145;10.114
26-07-2017 13:50;93000;1.016;26.194;10.114
26-07-2017 13:55;93300;1.015;26.194;10.111
26-07-2017 14:00;93600;1.015;26.389;10.112
26-07-2017 14:05;93900;1.016;28.81;10.119
