Report Date:;11-09-2017 17:44:33
Report User Name:;Utilizador
Report Computer Name:;PC
Application:;WinSitu.exe
Application Version:;5.6.21.0


Log File Properties
File Name;2017_09_07_caulerpa_2017-09-11_17-43-45-811.wsl
Create Date;11-09-2017 17:43:44

Device Properties
Device;Rugged TROLL 100
Site;TeaComp_Caulerpa
Device Name;pt_sensor
Serial Number;191721
Firmware Version;1.01
Hardware Version;0
Device Address;1
Device Comm Cfg;19200,8,Even,1,(Modbus-RTU)
Used Memory;0
Used Battery;48

Log Configuration
;Log Name;2017_09_07_caulerpa
;Created By;Utilizador
;Computer Name;PC
;Application;WinSitu.exe
;Application Version;5.6.21.0
;Create Date;06-09-2017 15:50:32 GMT Daylight Time
;Log Setup Time Zone;GMT Daylight Time
;Notes Size(bytes);4096
;Overwrite when full;Disabled
;Scheduled Start Time;07-09-2017 11:00:00 GMT Daylight Time
;Scheduled Stop Time;No Stop Time
;Type;Linear
 ;Interval;Days: 0 hrs: 00 mins: 10 secs: 00



Level Reference Settings At Log Creation
;        Level Measurement Mode;Depth
;              Specific Gravity;1.024


Other Log Settings
;Depth of Probe:;10.1489 (m)
;Head Pressure:;1.01915 (Bar)
;Temperature:;30.2032 (C)



Log Notes:
Date and Time;Note
06-09-2017 15:50:37;Used Battery: 48% Used Memory: 6%   User Name: Utilizador
11-09-2017 17:43:19;Log Download - Used Battery: 48% Used Memory: 6%   User Name: Utilizador


Log Data:
Record Count;617

Sensors;1

 ,1,191721,Pressure/Temp  PSIA (30m/100ft)

Time Zone: GMT Daylight Time

;;Sensor: Pres(A) 100ft         ;Sensor: Pres(A) 100ft         ;Sensor: Pres(A) 100ft         ;
;Elapsed Time;SN#: 191721                   ;SN#: 191721                   ;SN#: 191721                   ;
Date and Time;Seconds     ;Pressure (Bar)                ;Temperature (C)               ;Depth (m)                     ;
09-09-2017 16:10:00;  191400.001;                         1.461;                        22.116;                        14.550;
09-09-2017 16:20:00;  192000.001;                         1.470;                        22.116;                        14.636;
09-09-2017 16:30:00;  192600.001;                         1.478;                        22.116;                        14.714;
09-09-2017 16:40:00;  193200.001;                         1.485;                        22.116;                        14.785;
09-09-2017 16:50:00;  193800.001;                         1.489;                        22.166;                        14.832;
09-09-2017 17:00:00;  194400.001;                         1.496;                        22.265;                        14.893;
09-09-2017 17:10:00;  195000.001;                         1.499;                        22.562;                        14.931;
09-09-2017 17:20:00;  195600.001;                         1.502;                        22.661;                        14.959;
09-09-2017 17:30:00;  196200.001;                         1.506;                        22.760;                        14.993;
09-09-2017 17:40:00;  196800.001;                         1.505;                        22.809;                        14.989;
09-09-2017 17:50:00;  197400.001;                         1.505;                        22.809;                        14.987;
09-09-2017 18:00:00;  198000.001;                         1.502;                        22.809;                        14.956;
09-09-2017 18:10:00;  198600.001;                         1.497;                        22.809;                        14.912;
09-09-2017 18:20:00;  199200.001;                         1.492;                        22.809;                        14.862;
09-09-2017 18:30:00;  199800.001;                         1.486;                        22.760;                        14.803;
09-09-2017 18:40:00;  200400.001;                         1.481;                        22.710;                        14.746;
09-09-2017 18:50:00;  201000.001;                         1.474;                        22.661;                        14.678;
09-09-2017 19:00:00;  201600.001;                         1.468;                        22.612;                        14.614;
09-09-2017 19:10:00;  202200.001;                         1.460;                        22.612;                        14.534;
09-09-2017 19:20:00;  202800.001;                         1.453;                        22.612;                        14.466;
09-09-2017 19:30:00;  203400.001;                         1.445;                        22.562;                        14.387;
09-09-2017 19:40:00;  204000.001;                         1.436;                        22.562;                        14.295;
09-09-2017 19:50:00;  204600.001;                         1.426;                        22.513;                        14.205;
09-09-2017 20:00:00;  205200.001;                         1.417;                        22.463;                        14.113;
09-09-2017 20:10:00;  205800.001;                         1.407;                        22.463;                        14.010;
09-09-2017 20:20:00;  206400.001;                         1.396;                        22.463;                        13.904;
09-09-2017 20:30:00;  207000.001;                         1.386;                        22.414;                        13.803;
09-09-2017 20:40:00;  207600.001;                         1.376;                        22.364;                        13.703;
09-09-2017 20:50:00;  208200.001;                         1.365;                        22.364;                        13.597;
09-09-2017 21:00:00;  208800.001;                         1.354;                        22.315;                        13.488;
09-09-2017 21:10:00;  209400.001;                         1.344;                        22.315;                        13.381;
09-09-2017 21:20:00;  210000.001;                         1.332;                        22.364;                        13.266;
09-09-2017 21:30:00;  210600.001;                         1.320;                        22.414;                        13.145;
09-09-2017 21:40:00;  211200.001;                         1.308;                        22.315;                        13.025;
09-09-2017 21:50:00;  211800.001;                         1.294;                        22.315;                        12.891;
09-09-2017 22:00:00;  212400.001;                         1.281;                        22.265;                        12.761;
09-09-2017 22:10:00;  213000.001;                         1.268;                        22.166;                        12.627;
09-09-2017 22:20:00;  213600.001;                         1.256;                        22.166;                        12.509;
09-09-2017 22:30:00;  214200.001;                         1.244;                        22.116;                        12.389;
09-09-2017 22:40:00;  214800.001;                         1.234;                        22.166;                        12.284;
09-09-2017 22:50:00;  215400.001;                         1.225;                        22.166;                        12.200;
09-09-2017 23:00:00;  216000.001;                         1.217;                        22.116;                        12.120;
09-09-2017 23:10:00;  216600.001;                         1.211;                        22.116;                        12.064;
09-09-2017 23:20:00;  217200.001;                         1.209;                        21.968;                        12.034;
09-09-2017 23:30:00;  217800.001;                         1.206;                        21.918;                        12.008;
09-09-2017 23:40:00;  218400.001;                         1.206;                        21.918;                        12.008;
09-09-2017 23:50:00;  219000.001;                         1.209;                        21.918;                        12.036;
10-09-2017 00:00:00;  219600.001;                         1.212;                        21.968;                        12.072;
10-09-2017 00:10:00;  220200.001;                         1.217;                        21.968;                        12.118;
10-09-2017 00:20:00;  220800.001;                         1.224;                        21.968;                        12.186;
10-09-2017 00:30:00;  221400.001;                         1.229;                        22.017;                        12.242;
10-09-2017 00:40:00;  222000.001;                         1.236;                        22.017;                        12.312;
10-09-2017 00:50:00;  222600.001;                         1.242;                        21.968;                        12.371;
10-09-2017 01:00:00;  223200.001;                         1.250;                        21.968;                        12.446;
10-09-2017 01:10:00;  223800.001;                         1.257;                        21.968;                        12.522;
10-09-2017 01:20:00;  224400.001;                         1.265;                        22.017;                        12.600;
10-09-2017 01:30:00;  225000.001;                         1.275;                        21.918;                        12.694;
10-09-2017 01:40:00;  225600.001;                         1.283;                        21.968;                        12.778;
10-09-2017 01:50:00;  226200.001;                         1.293;                        21.918;                        12.873;
10-09-2017 02:00:00;  226800.001;                         1.301;                        21.968;                        12.960;
10-09-2017 02:10:00;  227400.001;                         1.310;                        21.918;                        13.048;
10-09-2017 02:20:00;  228000.001;                         1.321;                        21.918;                        13.150;
10-09-2017 02:30:00;  228600.001;                         1.330;                        21.868;                        13.244;
10-09-2017 02:40:00;  229200.001;                         1.340;                        21.868;                        13.345;
10-09-2017 02:50:00;  229800.001;                         1.351;                        21.918;                        13.455;
10-09-2017 03:00:00;  230400.001;                         1.361;                        21.918;                        13.549;
10-09-2017 03:10:00;  231000.001;                         1.370;                        21.868;                        13.647;
10-09-2017 03:20:00;  231600.001;                         1.380;                        21.918;                        13.743;
10-09-2017 03:30:00;  232200.001;                         1.389;                        21.868;                        13.830;
10-09-2017 03:40:00;  232800.001;                         1.400;                        21.868;                        13.937;
10-09-2017 03:50:00;  233400.001;                         1.409;                        21.868;                        14.028;
10-09-2017 04:00:00;  234000.001;                         1.418;                        21.868;                        14.117;
10-09-2017 04:10:00;  234600.001;                         1.427;                        21.819;                        14.207;
10-09-2017 04:20:00;  235200.001;                         1.435;                        21.769;                        14.286;
10-09-2017 04:30:00;  235800.001;                         1.443;                        21.769;                        14.365;
10-09-2017 04:40:00;  236400.001;                         1.451;                        21.719;                        14.447;
10-09-2017 04:50:00;  237000.001;                         1.458;                        21.471;                        14.518;
10-09-2017 05:00:00;  237600.001;                         1.464;                        21.371;                        14.579;
10-09-2017 05:10:00;  238200.001;                         1.469;                        21.322;                        14.628;
10-09-2017 05:20:00;  238800.001;                         1.474;                        21.172;                        14.674;
10-09-2017 05:30:00;  239400.001;                         1.479;                        21.123;                        14.728;
10-09-2017 05:40:00;  240000.001;                         1.481;                        21.123;                        14.752;
10-09-2017 05:50:00;  240600.001;                         1.484;                        21.073;                        14.774;
10-09-2017 06:00:00;  241200.001;                         1.484;                        21.073;                        14.780;
10-09-2017 06:10:00;  241800.001;                         1.484;                        21.073;                        14.773;
10-09-2017 06:20:00;  242400.001;                         1.480;                        21.023;                        14.742;
10-09-2017 06:30:00;  243000.001;                         1.476;                        20.973;                        14.700;
10-09-2017 06:40:00;  243600.001;                         1.470;                        20.973;                        14.642;
10-09-2017 06:50:00;  244200.001;                         1.465;                        21.023;                        14.590;
10-09-2017 07:00:00;  244800.001;                         1.460;                        21.073;                        14.535;
10-09-2017 07:10:00;  245400.001;                         1.455;                        21.023;                        14.487;
10-09-2017 07:20:00;  246000.001;                         1.448;                        21.023;                        14.415;
10-09-2017 07:30:00;  246600.001;                         1.441;                        20.973;                        14.348;
10-09-2017 07:40:00;  247200.001;                         1.434;                        21.073;                        14.278;
10-09-2017 07:50:00;  247800.001;                         1.427;                        21.073;                        14.206;
10-09-2017 08:00:00;  248400.001;                         1.419;                        21.172;                        14.130;
10-09-2017 08:10:00;  249000.001;                         1.410;                        21.421;                        14.038;
10-09-2017 08:20:00;  249600.001;                         1.401;                        21.521;                        13.955;
10-09-2017 08:30:00;  250200.001;                         1.392;                        21.570;                        13.862;
10-09-2017 08:40:00;  250800.001;                         1.383;                        21.570;                        13.768;
10-09-2017 08:50:00;  251400.001;                         1.373;                        21.521;                        13.675;
10-09-2017 09:00:00;  252000.001;                         1.363;                        21.471;                        13.569;
10-09-2017 09:10:00;  252600.001;                         1.353;                        21.421;                        13.473;
10-09-2017 09:20:00;  253200.001;                         1.342;                        21.371;                        13.359;
10-09-2017 09:30:00;  253800.001;                         1.331;                        21.272;                        13.256;
10-09-2017 09:40:00;  254400.001;                         1.319;                        21.172;                        13.133;
10-09-2017 09:50:00;  255000.001;                         1.308;                        21.073;                        13.028;
10-09-2017 10:00:00;  255600.001;                         1.296;                        21.023;                        12.905;
10-09-2017 10:10:00;  256200.001;                         1.284;                        21.023;                        12.782;
10-09-2017 10:20:00;  256800.001;                         1.272;                        21.023;                        12.665;
10-09-2017 10:30:00;  257400.001;                         1.260;                        21.172;                        12.543;
10-09-2017 10:40:00;  258000.001;                         1.250;                        21.272;                        12.449;
10-09-2017 10:50:00;  258600.001;                         1.240;                        21.371;                        12.352;
10-09-2017 11:00:00;  259200.001;                         1.233;                        21.471;                        12.278;
10-09-2017 11:10:00;  259800.001;                         1.227;                        21.471;                        12.222;
10-09-2017 11:20:00;  260400.001;                         1.221;                        21.421;                        12.163;
10-09-2017 11:30:00;  261000.001;                         1.218;                        21.322;                        12.127;
10-09-2017 11:40:00;  261600.001;                         1.216;                        21.222;                        12.106;
10-09-2017 11:50:00;  262200.001;                         1.215;                        21.023;                        12.099;
10-09-2017 12:00:00;  262800.001;                         1.216;                        20.923;                        12.113;
10-09-2017 12:10:00;  263400.001;                         1.219;                        20.973;                        12.142;
10-09-2017 12:20:00;  264000.001;                         1.224;                        21.023;                        12.187;
10-09-2017 12:30:00;  264600.001;                         1.230;                        21.023;                        12.244;
10-09-2017 12:40:00;  265200.001;                         1.234;                        21.073;                        12.289;
10-09-2017 12:50:00;  265800.001;                         1.240;                        21.073;                        12.344;
10-09-2017 13:00:00;  266400.001;                         1.246;                        21.123;                        12.405;
10-09-2017 13:10:00;  267000.001;                         1.252;                        21.172;                        12.471;
10-09-2017 13:20:00;  267600.001;                         1.259;                        21.222;                        12.540;
10-09-2017 13:30:00;  268200.001;                         1.267;                        21.322;                        12.617;
10-09-2017 13:40:00;  268800.001;                         1.275;                        21.421;                        12.692;
10-09-2017 13:50:00;  269400.001;                         1.283;                        21.570;                        12.772;
10-09-2017 14:00:00;  270000.001;                         1.292;                        21.620;                        12.868;
10-09-2017 14:10:00;  270600.001;                         1.301;                        21.670;                        12.953;
10-09-2017 14:20:00;  271200.001;                         1.309;                        21.670;                        13.037;
10-09-2017 14:30:00;  271800.001;                         1.319;                        21.719;                        13.136;
10-09-2017 14:40:00;  272400.001;                         1.330;                        21.719;                        13.243;
10-09-2017 14:50:00;  273000.001;                         1.339;                        21.670;                        13.331;
10-09-2017 15:00:00;  273600.001;                         1.349;                        21.521;                        13.431;
10-09-2017 15:10:00;  274200.001;                         1.359;                        21.421;                        13.530;
10-09-2017 15:20:00;  274800.001;                         1.368;                        21.322;                        13.626;
10-09-2017 15:30:00;  275400.001;                         1.376;                        21.272;                        13.707;
10-09-2017 15:40:00;  276000.001;                         1.386;                        21.272;                        13.806;
10-09-2017 15:50:00;  276600.001;                         1.396;                        21.322;                        13.897;
10-09-2017 16:00:00;  277200.001;                         1.405;                        21.272;                        13.988;
10-09-2017 16:10:00;  277800.001;                         1.415;                        21.272;                        14.089;
10-09-2017 16:20:00;  278400.001;                         1.423;                        21.222;                        14.169;
10-09-2017 16:30:00;  279000.001;                         1.431;                        21.272;                        14.255;
10-09-2017 16:40:00;  279600.001;                         1.439;                        21.272;                        14.333;
10-09-2017 16:50:00;  280200.001;                         1.447;                        21.222;                        14.411;
10-09-2017 17:00:00;  280800.001;                         1.455;                        21.222;                        14.491;
10-09-2017 17:10:00;  281400.001;                         1.462;                        21.222;                        14.558;
10-09-2017 17:20:00;  282000.001;                         1.469;                        21.222;                        14.624;
10-09-2017 17:30:00;  282600.001;                         1.474;                        21.172;                        14.680;
10-09-2017 17:40:00;  283200.001;                         1.478;                        21.222;                        14.721;
10-09-2017 17:50:00;  283800.001;                         1.484;                        21.222;                        14.775;
10-09-2017 18:00:00;  284400.001;                         1.486;                        21.272;                        14.797;
10-09-2017 18:10:00;  285000.001;                         1.488;                        21.272;                        14.815;
10-09-2017 18:20:00;  285600.001;                         1.489;                        21.272;                        14.830;
10-09-2017 18:30:00;  286200.001;                         1.488;                        21.272;                        14.817;
10-09-2017 18:40:00;  286800.001;                         1.486;                        21.272;                        14.800;
10-09-2017 18:50:00;  287400.001;                         1.482;                        21.322;                        14.760;
10-09-2017 19:00:00;  288000.001;                         1.477;                        21.322;                        14.712;
10-09-2017 19:10:00;  288600.001;                         1.473;                        21.272;                        14.667;
10-09-2017 19:20:00;  289200.001;                         1.467;                        21.222;                        14.611;
10-09-2017 19:30:00;  289800.001;                         1.461;                        20.973;                        14.546;
10-09-2017 19:40:00;  290400.001;                         1.455;                        20.724;                        14.488;
10-09-2017 19:50:00;  291000.001;                         1.448;                        20.724;                        14.419;
10-09-2017 20:00:00;  291600.001;                         1.440;                        20.674;                        14.345;
10-09-2017 20:10:00;  292200.001;                         1.434;                        20.624;                        14.276;
10-09-2017 20:20:00;  292800.001;                         1.426;                        20.624;                        14.202;
10-09-2017 20:30:00;  293400.001;                         1.418;                        20.724;                        14.118;
10-09-2017 20:40:00;  294000.001;                         1.408;                        20.873;                        14.023;
10-09-2017 20:50:00;  294600.001;                         1.400;                        20.973;                        13.942;
10-09-2017 21:00:00;  295200.001;                         1.390;                        21.073;                        13.843;
10-09-2017 21:10:00;  295800.001;                         1.381;                        21.123;                        13.748;
10-09-2017 21:20:00;  296400.001;                         1.371;                        21.272;                        13.649;
10-09-2017 21:30:00;  297000.001;                         1.361;                        21.322;                        13.553;
10-09-2017 21:40:00;  297600.001;                         1.351;                        21.371;                        13.450;
10-09-2017 21:50:00;  298200.001;                         1.340;                        21.371;                        13.347;
10-09-2017 22:00:00;  298800.001;                         1.329;                        21.371;                        13.232;
10-09-2017 22:10:00;  299400.001;                         1.318;                        21.272;                        13.124;
10-09-2017 22:20:00;  300000.001;                         1.306;                        21.272;                        13.008;
10-09-2017 22:30:00;  300600.001;                         1.294;                        21.272;                        12.888;
10-09-2017 22:40:00;  301200.001;                         1.281;                        21.272;                        12.760;
10-09-2017 22:50:00;  301800.001;                         1.269;                        21.222;                        12.642;
10-09-2017 23:00:00;  302400.001;                         1.258;                        21.222;                        12.530;
10-09-2017 23:10:00;  303000.001;                         1.248;                        21.222;                        12.424;
10-09-2017 23:20:00;  303600.001;                         1.239;                        21.172;                        12.338;
10-09-2017 23:30:00;  304200.001;                         1.232;                        21.172;                        12.267;
10-09-2017 23:40:00;  304800.001;                         1.226;                        21.172;                        12.207;
10-09-2017 23:50:00;  305400.001;                         1.221;                        21.172;                        12.162;
11-09-2017 00:00:00;  306000.001;                         1.220;                        21.172;                        12.150;
11-09-2017 00:10:00;  306600.001;                         1.219;                        21.123;                        12.143;
11-09-2017 00:20:00;  307200.001;                         1.220;                        21.123;                        12.144;
11-09-2017 00:30:00;  307800.001;                         1.222;                        21.123;                        12.171;
11-09-2017 00:40:00;  308400.001;                         1.226;                        21.123;                        12.206;
11-09-2017 00:50:00;  309000.001;                         1.230;                        21.123;                        12.249;
11-09-2017 01:00:00;  309600.001;                         1.236;                        21.123;                        12.307;
11-09-2017 01:10:00;  310200.001;                         1.241;                        21.123;                        12.356;
11-09-2017 01:20:00;  310800.001;                         1.246;                        21.123;                        12.411;
11-09-2017 01:30:00;  311400.001;                         1.251;                        21.123;                        12.462;
11-09-2017 01:40:00;  312000.001;                         1.258;                        21.123;                        12.528;
11-09-2017 01:50:00;  312600.001;                         1.264;                        21.123;                        12.590;
11-09-2017 02:00:00;  313200.001;                         1.272;                        21.123;                        12.663;
11-09-2017 02:10:00;  313800.001;                         1.279;                        21.172;                        12.741;
11-09-2017 02:20:00;  314400.001;                         1.287;                        21.172;                        12.820;
11-09-2017 02:30:00;  315000.001;                         1.295;                        21.172;                        12.898;
11-09-2017 02:40:00;  315600.001;                         1.304;                        21.172;                        12.985;
11-09-2017 02:50:00;  316200.001;                         1.312;                        21.023;                        13.065;
11-09-2017 03:00:00;  316800.001;                         1.320;                        20.923;                        13.141;
11-09-2017 03:10:00;  317400.001;                         1.329;                        20.923;                        13.234;
11-09-2017 03:20:00;  318000.001;                         1.338;                        20.923;                        13.328;
11-09-2017 03:30:00;  318600.001;                         1.347;                        20.973;                        13.415;
11-09-2017 03:40:00;  319200.001;                         1.357;                        21.023;                        13.509;
11-09-2017 03:50:00;  319800.001;                         1.365;                        21.023;                        13.597;
11-09-2017 04:00:00;  320400.001;                         1.374;                        21.023;                        13.682;
11-09-2017 04:10:00;  321000.001;                         1.383;                        20.973;                        13.770;
11-09-2017 04:20:00;  321600.001;                         1.392;                        20.923;                        13.858;
11-09-2017 04:30:00;  322200.001;                         1.399;                        20.923;                        13.931;
11-09-2017 04:40:00;  322800.001;                         1.408;                        20.873;                        14.017;
11-09-2017 04:50:00;  323400.001;                         1.416;                        20.923;                        14.097;
11-09-2017 05:00:00;  324000.001;                         1.424;                        20.923;                        14.177;
11-09-2017 05:10:00;  324600.001;                         1.432;                        21.023;                        14.256;
11-09-2017 05:20:00;  325200.001;                         1.439;                        21.073;                        14.333;
11-09-2017 05:30:00;  325800.001;                         1.445;                        21.172;                        14.392;
11-09-2017 05:40:00;  326400.001;                         1.452;                        21.172;                        14.461;
11-09-2017 05:50:00;  327000.001;                         1.456;                        21.073;                        14.497;
11-09-2017 06:00:00;  327600.001;                         1.461;                        20.873;                        14.553;
11-09-2017 06:10:00;  328200.001;                         1.465;                        20.624;                        14.590;
11-09-2017 06:20:00;  328800.001;                         1.468;                        20.474;                        14.619;
11-09-2017 06:30:00;  329400.001;                         1.470;                        20.524;                        14.640;
11-09-2017 06:40:00;  330000.001;                         1.472;                        20.374;                        14.656;
11-09-2017 06:50:00;  330600.001;                         1.471;                        20.324;                        14.649;
11-09-2017 07:00:00;  331200.001;                         1.469;                        20.274;                        14.629;
11-09-2017 07:10:00;  331800.001;                         1.467;                        20.324;                        14.607;
11-09-2017 07:20:00;  332400.001;                         1.462;                        20.224;                        14.562;
11-09-2017 07:30:00;  333000.001;                         1.458;                        20.024;                        14.515;
11-09-2017 07:40:00;  333600.001;                         1.453;                        19.874;                        14.472;
11-09-2017 07:50:00;  334200.001;                         1.447;                        19.723;                        14.413;
11-09-2017 08:00:00;  334800.001;                         1.442;                        19.673;                        14.359;
11-09-2017 08:10:00;  335400.001;                         1.436;                        19.523;                        14.295;
11-09-2017 08:20:00;  336000.001;                         1.429;                        19.473;                        14.229;
11-09-2017 08:30:00;  336600.001;                         1.423;                        19.523;                        14.167;
11-09-2017 08:40:00;  337200.001;                         1.415;                        19.523;                        14.093;
11-09-2017 08:50:00;  337800.001;                         1.408;                        19.623;                        14.019;
11-09-2017 09:00:00;  338400.001;                         1.399;                        19.673;                        13.933;
11-09-2017 09:10:00;  339000.001;                         1.391;                        19.673;                        13.855;
11-09-2017 09:20:00;  339600.001;                         1.383;                        19.874;                        13.767;
11-09-2017 09:30:00;  340200.001;                         1.373;                        19.924;                        13.675;
11-09-2017 09:40:00;  340800.001;                         1.365;                        19.974;                        13.590;
11-09-2017 09:50:00;  341400.001;                         1.355;                        20.074;                        13.498;
11-09-2017 10:00:00;  342000.001;                         1.346;                        20.024;                        13.407;
11-09-2017 10:10:00;  342600.001;                         1.336;                        20.024;                        13.303;
11-09-2017 10:20:00;  343200.001;                         1.325;                        19.974;                        13.195;
11-09-2017 10:30:00;  343800.001;                         1.315;                        19.924;                        13.097;
11-09-2017 10:40:00;  344400.001;                         1.305;                        19.974;                        12.994;
11-09-2017 10:50:00;  345000.001;                         1.294;                        19.974;                        12.883;
11-09-2017 11:00:00;  345600.001;                         1.284;                        19.924;                        12.781;
11-09-2017 11:10:00;  346200.001;                         1.273;                        19.874;                        12.679;
11-09-2017 11:20:00;  346800.001;                         1.263;                        19.824;                        12.576;
11-09-2017 11:30:00;  347400.001;                         1.255;                        19.874;                        12.494;
11-09-2017 11:40:00;  348000.001;                         1.247;                        19.924;                        12.421;
11-09-2017 11:50:00;  348600.001;                         1.240;                        20.074;                        12.350;
11-09-2017 12:00:00;  349200.001;                         1.018;                        21.819;                        10.140;
11-09-2017 12:10:00;  349800.001;                         1.020;                        24.581;                        10.154;
11-09-2017 12:20:00;  350400.001;                         1.021;                        26.291;                        10.163;
11-09-2017 12:30:00;  351000.001;                         1.021;                        27.699;                        10.168;
11-09-2017 12:40:00;  351600.001;                         1.021;                        28.376;                        10.166;
11-09-2017 12:50:00;  352200.001;                         1.021;                        29.147;                        10.167;
11-09-2017 13:00:00;  352800.001;                         1.021;                        29.435;                        10.167;
11-09-2017 13:10:00;  353400.001;                         1.020;                        27.893;                        10.154;
11-09-2017 13:20:00;  354000.001;                         1.021;                        28.858;                        10.164;
11-09-2017 13:30:00;  354600.001;                         1.021;                        29.772;                        10.172;
11-09-2017 13:40:00;  355200.001;                         1.022;                        32.066;                        10.174;
11-09-2017 13:50:00;  355800.001;                         1.021;                        33.585;                        10.169;
11-09-2017 14:00:00;  356400.001;                         1.022;                        33.348;                        10.173;
11-09-2017 14:10:00;  357000.001;                         1.021;                        33.301;                        10.170;
11-09-2017 14:20:00;  357600.001;                         1.021;                        32.494;                        10.171;
11-09-2017 14:30:00;  358200.001;                         1.021;                        33.063;                        10.168;
11-09-2017 14:40:00;  358800.001;                         1.021;                        34.105;                        10.171;
11-09-2017 14:50:00;  359400.001;                         1.021;                        33.679;                        10.165;
11-09-2017 15:00:00;  360000.001;                         1.020;                        33.158;                        10.158;
11-09-2017 15:10:00;  360600.001;                         1.021;                        33.963;                        10.166;
11-09-2017 15:20:00;  361200.001;                         1.020;                        32.304;                        10.157;
11-09-2017 15:30:00;  361800.001;                         1.020;                        32.446;                        10.157;
11-09-2017 15:40:00;  362400.001;                         1.018;                        28.424;                        10.140;
11-09-2017 15:50:00;  363000.001;                         1.018;                        25.462;                        10.133;
11-09-2017 16:00:00;  363600.001;                         1.017;                        24.041;                        10.124;
11-09-2017 16:10:00;  364200.001;                         1.017;                        24.336;                        10.129;
11-09-2017 16:20:00;  364800.001;                         1.017;                        25.120;                        10.124;
11-09-2017 16:30:00;  365400.001;                         1.018;                        26.389;                        10.136;
11-09-2017 16:40:00;  366000.001;                         1.017;                        26.923;                        10.129;
11-09-2017 16:50:00;  366600.001;                         1.016;                        27.263;                        10.118;
11-09-2017 17:00:00;  367200.001;                         1.016;                        27.651;                        10.116;
11-09-2017 17:10:00;  367800.001;                         1.015;                        27.796;                        10.112;
11-09-2017 17:20:00;  368400.001;                         1.015;                        27.699;                        10.108;
11-09-2017 17:30:00;  369000.001;                         1.015;                        27.312;                        10.106;
11-09-2017 17:40:00;  369600.001;                         1.014;                        27.844;                        10.102;

